pop,sex,family,id,day,l,w,a,bod
Juneau,0,36,412,7,7.3416460044,7.1871987235,12.471183751,341.5795248069
Juneau,0,36,413,7,9.6845576191,7.1142074362,16.4762366831,479.6157073785
Juneau,0,36,414,7,9.4976425028,8.1979040268,18.2893648253,545.8183282654
Juneau,0,37,415,7,9.8735483963,8.063053049,20.85533884,637.0160852414
Juneau,0,37,416,7,10.5924771359,8.9526614295,24.4416069171,775.0408237454
Juneau,0,37,417,7,10.1567350959,8.9459604406,24.2324077575,768.5417845602
Juneau,0,38,418,7,12.3001898602,11.2062044062,37.4178552343,1305.6357125859
Juneau,0,38,419,7,10.0744634554,8.0420349598,17.9459557067,531.9400310525
Juneau,0,38,420,7,9.3284005293,8.4494490042,18.55316738,555.3719497255
Juneau,0,39,421,7,NA,NA,NA,NA
Juneau,0,39,422,7,9.6613305363,7.3820966972,15.0892055526,431.2600931568
Juneau,0,39,423,7,NA,NA,NA,NA
Juneau,0,40,424,7,11.1171440184,11.0466983796,32.2971492453,1089.0866528411
Juneau,0,40,425,7,8.1921494228,7.837956757,16.3954755172,476.7722474507
Juneau,0,40,426,7,11.0949138931,8.4802574163,24.0861960944,762.8856604359
Juneau,0,41,427,7,10.2833636673,8.739350559,20.7110616265,631.6410149098
Juneau,0,41,428,7,NA,NA,NA,NA
Juneau,0,41,429,7,11.9837838252,10.7782840371,35.3654360061,1221.4233300677
Juneau,0,42,430,7,NA,NA,NA,NA
Juneau,0,42,431,7,11.3217002989,10.8136756554,32.7713952687,1110.5348545615
Juneau,0,42,432,7,10.5044483306,8.215974617,22.040687829,684.651886543
Juneau,0,43,433,7,9.8329820133,7.0759543943,16.906850865,493.3641358093
Juneau,0,43,434,7,8.1645897389,6.5378903464,11.3279067078,305.7045525573
Juneau,0,43,435,7,8.9023177621,8.0301631537,17.1067065898,503.4030667042
Juneau,0,44,436,7,11.9729210531,10.8075393111,33.3296476944,1132.1113886181
Juneau,0,44,437,7,11.9111647949,9.886479294,27.1352476477,880.8671521433
Juneau,0,44,438,7,9.9866656796,8.7120630194,20.798478624,637.9881714727
Juneau,0,45,439,7,9.9511870055,9.4569084252,23.5403799525,738.65896746
Juneau,0,45,440,7,10.6841175805,8.2806720577,22.5450028097,702.2053642866
Juneau,0,45,441,7,9.422321228,8.0634035525,17.3870737105,513.3959379653
Juneau,0,46,442,7,8.2736247862,6.7636067586,14.0454348347,394.1628611202
Juneau,0,46,443,7,10.4074120657,8.1848350667,18.7787954259,562.0610509824
Juneau,0,46,444,7,9.5466306026,8.7562132917,19.2520499981,580.8405624247
Juneau,0,47,445,7,NA,NA,NA,NA
Juneau,0,47,446,7,7.6069943664,6.846976583,12.1865118897,333.5926478094
Juneau,0,47,447,7,10.5742868834,10.2704578772,26.9119585014,873.6393889748
Juneau,0,48,448,7,9.7468668606,7.6606074288,16.4789991569,478.2526927298
Juneau,0,48,449,7,NA,NA,NA,NA
Juneau,0,48,450,7,7.517867914,6.6327975073,11.8861419851,325.1320951545
Juneau,0,49,451,7,NA,NA,NA,NA
Juneau,0,49,452,7,10.5866170338,9.1495300043,23.1939286871,726.963872715
Juneau,0,49,453,7,11.305444402,11.6529088026,31.7559240705,1070.0967510546
Juneau,0,50,454,7,10.4698597912,8.9102086416,22.4574149281,697.3022154666
Juneau,0,50,455,7,10.2955700056,9.2499650509,23.1347442151,724.6987134747
Juneau,0,50,456,7,12.5017556057,9.3647081593,30.0208488204,998.8173494771
Juneau,0,51,457,7,10.6971833147,8.0929332047,19.3137269213,580.0628230463
Juneau,0,51,458,7,10.2393673554,8.4580257008,20.7840865875,635.9055515278
Juneau,0,51,459,7,11.8226667069,9.0573655704,29.3780813956,972.6640068972
Juneau,0,52,460,7,11.2047693152,10.062604706,27.9063264797,909.989032735
Juneau,0,52,461,7,11.5752660408,12.0809807556,34.7195839526,1192.3021459453
Juneau,0,52,462,7,11.1198057967,9.4111726043,26.961649591,875.6134786763
Juneau,0,53,463,7,10.1318338602,9.0132362387,20.9494906555,640.5286282905
Juneau,0,53,464,7,10.3350517798,9.9292633897,27.1820982251,882.7314390229
Juneau,0,53,465,7,9.6475275866,8.0736858547,19.4388194132,587.6852036318
Juneau,0,54,466,7,10.2596672541,8.2960117596,20.0048928706,605.4652136286
Juneau,0,54,467,7,8.3894762986,7.515616985,15.0305999212,429.2398330539
Juneau,0,54,468,7,8.6705996596,6.6109086175,13.7667958424,387.544609261
Juneau,0,55,469,7,8.7760217523,7.7875227843,15.869322882,456.8837475535
Juneau,0,55,470,7,9.7246885557,8.5203515356,18.5700624801,554.4808089996
Juneau,0,55,471,7,8.4440621499,7.428498354,13.9832129074,394.8643316421
Juneau,0,56,472,7,11.1885587182,9.5695529454,24.7067849668,783.7257861281
Juneau,0,56,473,7,11.4203849921,9.7293088154,27.1074063857,879.7596610583
Juneau,0,56,474,7,NA,NA,NA,NA
Juneau,0,57,475,7,12.2303801702,9.6649618618,30.211079595,1003.1968734218
Juneau,0,57,476,7,11.6254519235,9.17196891,28.4876115148,934.9939720135
Juneau,0,57,477,7,9.7682000083,8.8447867834,20.3653206603,621.8733355225
Juneau,0,58,478,7,12.0015835857,11.0323582042,34.9802045813,1201.5724431056
Juneau,0,58,479,7,10.5155726538,8.9011862971,21.1112447069,648.1232372272
Juneau,0,58,480,7,10.774943091,9.1614877065,23.2619539194,731.1580383596
Juneau,0,59,481,7,9.420750613,8.1331805425,19.645868402,592.2428228052
Juneau,0,59,482,7,NA,NA,NA,NA
Juneau,0,59,483,7,NA,NA,NA,NA
Juneau,0,60,484,7,11.4826984197,9.2790954652,28.0214876323,914.6028129677
Juneau,0,60,485,7,11.0890943242,10.9581776444,30.0470478057,998.194655633
Juneau,0,60,486,7,9.7410087987,9.4514412487,23.6114137595,744.5768907335
Juneau,0,61,487,7,10.8340929698,10.894815936,27.7409476104,903.3715245636
Juneau,0,61,488,7,9.8149530868,8.0311656914,18.5027877984,552.042091387
Juneau,0,61,489,7,11.4571469692,8.887908573,26.3004005402,849.4172791244
Juneau,0,62,490,7,NA,NA,NA,NA
Juneau,0,62,491,7,9.0431149018,8.0855468089,18.3777484583,547.5151193591
Juneau,0,62,492,7,9.7356436595,7.11325278,14.6782558698,418.5550198331
Juneau,0,63,493,7,9.788957052,8.1274876465,19.2822077776,578.9096170789
Juneau,0,63,494,7,11.7023466778,10.1930428901,31.3894888344,1053.2516626684
Juneau,0,63,495,7,8.1992221019,8.2779295606,15.4320277356,444.5539301937
Juneau,0,64,496,7,10.4634398346,9.403716408,25.3084925288,807.1804100844
Juneau,0,64,497,7,11.0331463196,10.1101323507,26.2110735758,844.2547874033
Juneau,0,64,498,7,10.1358511833,9.7495151793,24.3140595709,771.7040741429
Juneau,0,65,499,7,10.5180085635,9.5117911499,24.2266228341,765.1090182751
Juneau,0,65,500,7,11.9184604508,9.8045699391,28.628019864,940.6503801762
Juneau,0,65,501,7,10.5876537735,8.5170089463,20.7219083906,635.1335289288
Juneau,0,66,502,7,9.6724591678,8.5949896079,20.8802180103,637.943882446
Juneau,0,66,503,7,10.0116949549,8.5363918571,21.8216928217,674.8133843937
Juneau,0,66,504,7,9.0184940899,7.4492571285,14.538209759,413.759388107
Juneau,0,67,505,7,11.4500492014,9.9673021037,29.3536172975,968.3079933115
Juneau,0,67,506,7,10.6881250352,8.8075893867,20.3505518511,619.787386624
Juneau,0,67,507,7,11.5906464972,9.0383383752,24.3226584671,772.0372514993
Juneau,0,68,508,7,10.3665487993,9.0711555111,22.0057690134,680.1968822702
Juneau,0,68,509,7,9.9943218229,8.7936019065,20.2550385682,616.2475139346
Juneau,0,68,510,7,8.2381888426,8.1706306942,14.943610213,427.6717563387
Juneau,0,69,511,7,11.5480164577,9.9740771292,29.7843508568,985.80303698
Juneau,0,69,512,7,9.6564945381,8.1697080703,18.9723881435,569.1097967836
Juneau,0,69,513,7,11.3269734019,9.5026813611,28.6194124092,941.974980319
Juneau,0,70,514,7,7.9694740594,8.0974940226,16.1539149398,466.8342843622
Juneau,0,70,515,7,10.7373833581,9.6307431697,25.8140950642,828.6241657048
Juneau,0,70,516,7,11.1469228683,10.4765868127,31.193399593,1046.8800546827
Juneau,0,71,517,7,11.9853790862,11.0632870345,34.5936713299,1185.2318703592
Juneau,0,71,518,7,9.663138303,8.6819528717,19.7699779357,598.333396952
Juneau,0,71,519,7,10.5162377921,9.1156792579,23.503690966,740.4352603337
Juneau,0,72,520,7,10.5458676522,9.6705134485,23.9158642691,753.1083155638
Juneau,0,72,521,7,10.7286681472,9.2780029011,23.1898502256,726.8077329687
Juneau,0,72,522,7,10.3238052972,8.2442630719,19.0041820601,571.7816815969
Juneau,0,73,523,7,10.4953408335,8.9027396622,22.0677392306,682.5388621667
Juneau,0,73,524,7,10.1562615826,8.9303126601,24.4280623224,774.5156229702
Juneau,0,73,525,7,12.5049723259,10.8977088429,35.2815471765,1217.8614895733
Juneau,0,74,526,7,12.0027692832,10.4206445443,35.1857036061,1215.5536716612
Juneau,0,74,527,7,NA,NA,NA,NA
Juneau,0,75,528,7,11.4049225433,10.9444968265,30.7166681946,1023.8833973064
Juneau,0,75,529,7,11.5565644987,9.5943299116,24.1926092129,765.3971752358
Juneau,0,75,530,7,9.6129327153,9.1062678285,21.6913742504,671.4635196293
Juneau,0,76,531,7,10.9167751144,9.8355878577,27.7361766283,908.1570309467
Juneau,0,76,532,7,10.8453752965,10.4996467427,30.6435690553,1019.1885962309
Juneau,0,77,533,7,11.6078087306,8.9829919865,26.0272709619,835.3779972747
Juneau,0,77,534,7,9.8819719478,7.4047885404,16.8328271818,492.2108319275
Juneau,0,77,535,7,10.7321830388,10.4983084303,29.2003733119,965.4578945673
Juneau,0,78,536,7,11.8024473368,10.7130360937,31.0600995626,1037.983072915
Juneau,0,78,537,7,11.5910047956,9.7849332169,30.5337853225,1018.0886186695
Juneau,0,78,538,7,9.5946297251,7.9454472869,18.469155522,552.3258607558
Juneau,1,1,539,7,9.7337762661,9.7180372009,24.2196024938,329.58758617
Juneau,1,1,540,7,7.6673640839,6.4225365503,11.3973237519,147.1063420417
Juneau,1,1,541,7,8.1438362399,6.7652323423,15.2560050514,201.0003643989
Juneau,1,2,542,7,8.0519110187,8.2898470246,15.5104047642,203.9412747881
Juneau,1,2,543,7,8.981452787,8.3499468205,20.8170550523,280.191796549
Juneau,1,2,544,7,8.287474178,6.8959571675,15.7097668678,207.3955128794
Juneau,1,3,545,7,12.1261853914,10.8303861345,40.9688049124,583.219968723
Juneau,1,3,546,7,8.9825260901,9.0778693445,21.9895840473,297.2454184354
Juneau,1,3,547,7,9.5498647282,7.5373260654,20.3959908878,274.4202260998
Juneau,1,4,548,7,10.2283975845,9.5703503374,27.8528881573,384.4702810165
Juneau,1,4,549,7,11.1377066292,9.767183036,28.1977773594,388.2600018532
Juneau,1,5,550,7,8.0982860938,8.6175783202,17.2381132713,228.416289126
Juneau,1,5,551,7,10.5759780317,8.7027432086,24.3301903081,331.5514451603
Juneau,1,5,552,7,9.4741300283,7.6891394578,18.8568786059,252.2218369788
Juneau,1,6,553,7,11.7399833439,8.9443977572,26.5360711336,363.8434823253
Juneau,1,6,554,7,11.4800119558,9.5388564619,30.3286109282,420.8998279595
Juneau,1,6,555,7,9.9961586237,9.0297447487,26.1421405378,358.6724439116
Juneau,1,7,556,7,8.6725429552,9.6419635792,22.7105025962,307.442043487
Juneau,1,7,557,7,8.741682847,7.3547668217,14.2142661581,186.0706410756
Juneau,1,7,558,7,9.6349396533,7.081708889,20.6368752273,277.9096398511
Juneau,1,8,559,7,7.8272593277,7.0067943319,11.8458672003,152.9409708781
Juneau,1,8,560,7,9.6313536368,8.9104976989,22.4736649399,304.3123671668
Juneau,1,8,561,7,9.1079952489,8.3990406002,18.4708865661,246.6818961413
Juneau,1,9,562,7,9.8330581436,9.2965814897,23.2203669734,314.9084259685
Juneau,1,9,563,7,NA,NA,NA,NA
Juneau,1,9,564,7,10.2387301663,9.4080836672,24.4935554503,334.2941971863
Juneau,1,10,565,7,8.4042287277,7.384370698,15.3734671285,202.0123721863
Juneau,1,10,566,7,10.2803018816,8.2239706719,21.2683045142,286.7440458976
Juneau,1,10,567,7,9.8211564991,8.9816966355,25.3285388231,346.621919759
Juneau,1,11,568,7,10.2682560625,9.0622219798,24.7817591208,337.8722628519
Juneau,1,11,569,7,10.4827698242,10.1509680812,28.2878441852,390.2870956625
Juneau,1,11,570,7,7.4191313734,5.7412437541,9.4874074406,121.5075158697
Juneau,1,12,571,7,8.6855040794,8.293628034,20.5008593765,276.2688931152
Juneau,1,12,572,7,8.2396604603,6.7502449379,11.3640879245,146.0286654808
Juneau,1,13,573,7,7.1045784681,6.3841940239,11.4742425946,147.8470496127
Juneau,1,13,574,7,8.5105686846,8.469451943,16.1874110647,213.8241749777
Juneau,1,13,575,7,8.8615591679,7.613154567,19.9222373006,267.569298086
Juneau,1,14,576,7,9.9386240492,8.3697281,19.5437494714,261.4505086636
Juneau,1,14,577,7,8.8730328248,8.2879367408,18.675989009,249.2972111889
Juneau,1,14,578,7,10.0955241359,10.0068721757,27.4674059199,378.3800015573
Juneau,1,15,579,7,9.4155258317,6.7382693424,18.1090092519,240.8462755258
Juneau,1,15,580,7,8.9350431421,7.8905734086,18.0164313242,239.8479498416
Juneau,1,15,581,7,9.2267219442,8.0732847928,18.486732154,246.9090987611
Juneau,1,16,582,7,8.7532830504,9.2764615554,20.6004310592,276.7211508681
Juneau,1,16,583,7,9.9387716464,8.1059181328,22.1678036135,299.845434133
Juneau,1,16,584,7,6.8165047525,5.9001362651,9.0529514526,115.6796138666
Juneau,1,17,585,7,7.0031888127,6.1752925952,8.9609688333,113.8399410556
Juneau,1,17,586,7,8.8405980909,7.3465239541,14.1733372012,185.4987358499
Juneau,1,17,587,7,9.056123323,8.0363983148,20.6341221548,277.8697366584
Juneau,1,18,588,7,7.7565925648,5.9545872485,10.2892751605,131.7130246148
Juneau,1,18,589,7,8.985708978,6.3635675555,12.2279750708,158.5085018928
Juneau,1,18,590,7,7.7862651525,5.9333757657,11.0244793768,142.3247750935
Juneau,1,19,591,7,9.5753575711,9.1752609447,21.292855433,286.7697171791
Juneau,1,19,592,7,7.7154239198,6.7013809371,12.457197256,161.6683927956
Juneau,1,19,593,7,NA,NA,NA,NA
Juneau,1,20,594,7,8.3755669386,8.1065509304,16.4620256274,217.3909654453
Juneau,1,20,595,7,11.8808547294,9.3994533498,29.368410095,406.4700802732
Juneau,1,20,596,7,7.8101479617,7.1366791373,11.7929599722,152.840241919
Juneau,1,21,597,7,9.1282431506,7.9285995232,17.1025698347,226.487162222
Juneau,1,21,598,7,10.0747501371,9.9527776056,24.2828955411,330.8549271363
Juneau,1,21,599,7,9.3890877161,8.9165038013,21.411634117,289.1595150203
Juneau,1,22,600,7,8.3973569642,6.5951882442,13.500162806,175.7988815189
Juneau,1,22,601,7,7.5422195904,6.3465527143,11.9605482283,154.8291810649
Juneau,1,22,602,7,8.7038144658,8.6695399965,18.2809740559,243.960312048
Juneau,1,23,603,7,8.2184290689,7.838634008,16.5508140866,218.6497948556
Juneau,1,23,604,7,8.283290206,7.0621079669,16.3046046138,215.4833782908
Juneau,1,23,605,7,10.3528092108,8.8946537591,24.7714078317,338.3919063394
Juneau,1,24,606,7,10.5149883719,9.9931443885,29.2777702868,404.7685927576
Juneau,1,24,607,7,8.1589375581,6.240478977,14.148146318,185.1468202573
Juneau,1,24,608,7,9.9488050286,9.0803191218,22.9304324288,311.3279481939
Juneau,1,25,609,7,8.4588487094,7.3633580748,16.1665863905,214.174411918
Juneau,1,25,610,7,8.8561014508,6.6938587938,15.9203800339,209.4041773984
Juneau,1,26,611,7,7.6265083774,6.0323122079,12.7019644498,164.7338432557
Juneau,1,26,612,7,NA,NA,NA,NA
Juneau,1,26,613,7,9.8870539674,7.606589978,20.9602126196,282.5997172712
Juneau,1,27,614,7,8.8160605924,7.4625482286,15.6883703081,206.4505748176
Juneau,1,27,615,7,8.828114075,8.2778597417,19.962289298,267.8187206832
Juneau,1,27,616,7,7.2664777759,6.8384003439,12.0112961676,155.8400776116
Juneau,1,28,617,7,9.2452803334,8.8436292981,22.5559123394,305.1814801656
Juneau,1,28,618,7,NA,NA,NA,NA
Juneau,1,28,619,7,7.4472459662,6.4130807761,10.8723926144,140.2518910228
Juneau,1,29,620,7,10.1700006684,8.7005425944,21.2837852058,286.6378790648
Juneau,1,29,621,7,10.8448866864,8.3335265137,25.5012984449,348.8404235557
Juneau,1,29,622,7,9.5697725984,7.7458558667,20.5787292883,277.0669800005
Juneau,1,30,623,7,6.9887715463,6.7906243968,12.3070031405,159.2833050302
Juneau,1,30,624,7,6.7114051395,6.4259071552,10.0232560057,128.4226844731
Juneau,1,30,625,7,NA,NA,NA,NA
Juneau,1,31,626,7,NA,NA,NA,NA
Juneau,1,31,627,7,10.4918716644,8.6803531241,22.8260981818,309.4668538819
Juneau,1,31,628,7,7.6185339441,7.4106739501,13.4865307962,176.2429647692
Juneau,1,32,629,7,8.0583068954,7.6637997584,13.94573377,182.0035348926
Juneau,1,32,630,7,8.1139796157,7.4066824558,14.6517497697,192.193557657
Juneau,1,32,631,7,7.8420121847,6.0978371279,13.5388738337,176.9709995206
Juneau,1,33,632,7,7.7436731631,6.9156617949,12.009775007,155.1926249714
Juneau,1,33,633,7,9.8701618451,8.5986762541,22.7119003318,307.7958002863
Juneau,1,33,634,7,10.1806096813,8.9219327758,25.9952727089,356.4943750844
Juneau,1,34,635,7,8.2521833026,6.6890743355,14.2657270884,186.4714311966
Juneau,1,34,636,7,7.4023450976,6.6717984876,10.5325340909,135.3204888698
Juneau,1,34,637,7,NA,NA,NA,NA
Juneau,1,35,638,7,9.1691455202,7.1369055988,18.0070512775,239.3879884954
Juneau,1,35,639,7,7.4966509573,5.7594754596,10.0905726574,129.332548534
Juneau,1,35,640,7,10.0987768681,10.0011995853,27.5598913709,379.7588678347
Juneau,1,36,641,7,NA,NA,NA,NA
Juneau,1,36,642,7,10.1636724259,9.0851415725,25.0502026063,341.4984446247
Juneau,1,37,643,7,8.1532114698,6.7054241032,12.4206298594,160.8496629838
Juneau,1,37,644,7,7.1433212062,6.129550403,11.5327660408,148.9602116088
Juneau,1,37,645,7,9.4937628922,8.6993204759,21.0734113495,284.2433686629
Juneau,1,38,646,7,10.7889535875,9.372583112,25.2057693239,344.1332988213
Juneau,1,38,647,7,9.2447105809,7.2781441381,18.2064494033,242.5668636424
Juneau,1,38,648,7,11.2110622094,10.3854355097,33.9046281219,475.3737328833
Juneau,1,39,649,7,8.7350931029,7.4971085872,19.3823558665,259.1251354313
Juneau,1,39,650,7,6.7783065077,6.9761357788,12.560740804,163.0976188148
Juneau,1,39,651,7,7.103900449,6.2922855909,9.9327023455,127.5072999944
Juneau,1,40,652,7,10.1592821597,8.381973826,25.8904800192,354.2657352886
Juneau,1,40,653,7,8.9358389611,9.42955572,21.9039500734,295.9968524835
Juneau,1,40,654,7,9.5847837388,8.7435178419,20.8045263995,280.3405650122
Juneau,1,41,655,7,9.5111654348,7.0000733296,17.2523365238,228.6188081974
Juneau,1,41,656,7,10.230142407,8.8481413903,24.640806743,336.1292417327
Juneau,1,41,657,7,11.061331041,9.6293280809,28.5947351462,395.2181016557
Juneau,1,42,658,7,8.290654817,7.6680059609,17.3027735516,230.3108669972
Juneau,1,42,659,7,8.7938841996,7.7564621518,18.3769686682,244.3562450567
Juneau,1,43,660,7,8.1653066913,8.8119841186,18.7338525159,249.8006961116
Juneau,1,43,661,7,8.2829101953,7.5576774226,15.480069819,203.8348802805
Juneau,1,43,662,7,9.0962576911,8.1913318137,20.9369505906,282.2620588652
Juneau,1,44,663,7,9.1246563155,8.5312410813,18.3303289695,244.0145312
Juneau,1,44,664,7,10.4424382285,8.9873041646,22.7595458434,308.4928955696
Juneau,1,44,665,7,9.5798572476,8.3266341506,20.7952483103,280.2059833941
Juneau,1,45,666,7,8.0050639798,7.3503183126,15.9073769641,209.5423581647
Juneau,1,45,667,7,9.489696947,8.227471881,20.2849342122,272.4831573419
Juneau,1,45,668,7,10.0218646209,8.7110733605,24.6047489812,335.9335113782
Juneau,1,46,669,7,9.1593827466,7.7887087328,18.1600842282,242.5554744786
Juneau,1,46,670,7,7.5811469541,6.1151028605,12.3821595191,160.005080251
Juneau,1,47,671,7,7.0507532194,6.6670775715,10.7922792007,138.5409772141
Juneau,1,47,672,7,9.4967802626,8.4362294491,23.2664778206,315.9185682274
Juneau,1,47,673,7,NA,NA,NA,NA
Juneau,1,48,674,7,8.3933649715,7.3810941968,15.1992105844,199.560216353
Juneau,1,48,675,7,6.7989308712,5.8200908493,7.9621901487,100.8663515064
Juneau,1,48,676,7,8.9545023422,8.486888818,20.2968917377,272.985858284
Juneau,1,49,677,7,8.652428214,7.2226636488,16.0975999697,212.2311658136
Juneau,1,49,678,7,8.3332857257,7.1249848678,14.2092478209,186.0005106418
Juneau,1,49,679,7,NA,NA,NA,NA
Juneau,1,50,680,7,10.3517388714,7.6270920777,22.7231036861,307.6263751817
Juneau,1,50,681,7,7.4849128692,6.5349980582,10.7559837811,138.3571721611
Juneau,1,50,682,7,9.8193004419,8.200095879,20.4975641758,275.8911123789
Juneau,1,51,683,7,8.0617053839,7.2749115526,15.1984969212,199.550179219
Juneau,1,51,684,7,8.0847225663,6.7847119069,13.0488382895,169.8501087364
Juneau,1,51,685,7,9.1279713219,7.3200679174,19.3361684906,259.1162383864
Juneau,1,52,686,7,10.3451124679,10.1747135224,28.7571294054,397.9903101331
Juneau,1,52,687,7,NA,NA,NA,NA
Juneau,1,53,688,7,10.2168381984,9.1044186232,29.0133239195,401.828543747
Juneau,1,53,689,7,7.8948124601,7.5520360251,13.2369898415,171.8272896862
Juneau,1,54,690,7,NA,NA,NA,NA
Juneau,1,54,691,7,9.567637605,9.5154215775,23.4803338602,319.055974687
Juneau,1,54,692,7,10.5352993143,9.2452732127,26.5012191125,364.002679861
Juneau,1,55,693,7,9.1146755826,8.54402357,21.6781531011,293.370655715
Juneau,1,55,694,7,8.8205277755,7.30173226,16.2667998613,214.3028605172
Juneau,1,56,695,7,NA,NA,NA,NA
Juneau,1,56,696,7,7.9966729917,6.9130537005,15.7175670142,207.1840350887
Juneau,1,56,697,7,9.1228670582,7.1615567386,18.6234281441,248.8699076624
Juneau,1,57,698,7,9.2747577287,7.3216285473,18.5553050283,247.2389656965
Juneau,1,57,699,7,8.1030422848,7.2990338939,16.9579651409,224.7546295806
Juneau,1,57,700,7,10.3789487788,9.7677562939,28.1156455433,388.0541518338
Juneau,1,58,701,7,9.5095319103,8.9743046141,22.820197278,309.0470193921
Juneau,1,58,702,7,8.846055854,7.0121869783,14.4024867692,188.7027218467
Juneau,1,58,703,7,NA,NA,NA,NA
Juneau,1,59,704,7,10.6943240606,9.3571372523,23.4585467676,318.4018437165
Juneau,1,59,705,7,7.7987891834,6.3753022426,14.4133336083,188.8545064684
Juneau,1,59,706,7,9.4696045074,8.2841949751,20.5978481962,277.3440284673
Juneau,1,60,707,7,7.7446891029,6.9341606106,11.6289090395,149.9651816037
Juneau,1,60,708,7,9.4028884552,8.3972841175,18.2700512926,243.4775454753
Juneau,1,60,709,7,9.4697068485,8.9978031051,22.7925947058,309.3099730196
Juneau,1,61,710,7,9.2038190165,7.2707240549,15.1658514951,199.0910950525
Juneau,1,61,711,7,8.2708843733,5.413254406,9.9318920837,127.1887306393
Juneau,1,61,712,7,8.6183369612,7.369424798,16.9048837698,224.3239374349
Juneau,1,62,713,7,8.3016507768,7.3955770565,13.5444765239,176.4150783342
Juneau,1,62,714,7,6.0522019378,6.0872857586,7.609496016,96.2142237653
Juneau,1,62,715,7,10.2942964409,8.9763580251,24.8939751761,340.2009421504
Juneau,1,63,716,7,7.6222454928,6.8473188872,10.7833766311,139.3500530232
Juneau,1,63,717,7,10.3015864845,8.9000966291,22.9892843489,311.1887910549
Juneau,1,64,718,7,9.7492614474,7.2218167041,18.4153686449,245.2328966026
Juneau,1,64,719,7,9.8227320373,8.5534508524,21.0680940806,283.8352441996
Juneau,1,64,720,7,9.2607078726,8.0449577309,20.9647266459,282.6652445648
Juneau,1,65,721,7,8.5496057741,7.1317208655,14.3369305524,187.4669406688
Juneau,1,65,722,7,9.7649444967,7.4434242488,18.7952138924,251.0088231113
Juneau,1,65,723,7,12.1416340305,11.113106396,33.4865058033,469.014208177
Juneau,1,66,724,7,6.6150475462,5.9453951628,8.7320633539,110.7844776357
Juneau,1,66,725,7,NA,NA,NA,NA
Juneau,1,66,726,7,7.38650097,8.1506226152,15.5279224221,204.8304810708
Juneau,1,67,727,7,9.6879883789,9.3955818689,24.6547419459,335.9987393331
Juneau,1,67,728,7,10.7108362444,8.7583759909,24.1953533634,329.5660305261
Juneau,1,67,729,7,9.3746091473,7.6519020997,18.2314058254,243.2504160818
Juneau,1,68,730,7,10.1998937382,10.8933869273,28.865710749,398.5927565099
Juneau,1,68,731,7,11.3892934512,8.9158182246,31.6156837097,440.312309966
Juneau,1,68,732,7,9.1603698832,7.478631213,16.7026182437,221.4504875096
Juneau,1,69,733,7,8.3612412991,6.6962180194,15.2263923499,199.942541502
Juneau,1,69,734,7,10.4615021779,8.3563811638,25.2529396,345.1672733547
Juneau,1,69,735,7,10.544082243,8.5936948859,26.6459505901,366.1531174874
Juneau,1,70,736,7,8.4944785702,6.1080670233,11.6633270176,151.3741410738
Juneau,1,70,737,7,10.9754351119,9.708037733,30.2183553633,418.5550109896
Juneau,1,71,738,7,10.4053005781,9.6655312537,30.6400389137,425.2463903611
Juneau,1,71,739,7,9.1789679595,8.2199339347,20.9354134411,281.9090543728
Juneau,1,71,740,7,9.2971671185,7.1984891931,18.0316190619,240.3910650947
Juneau,1,72,741,7,10.6295133064,10.5565943287,30.5313328886,423.6089533212
Juneau,1,72,742,7,9.8431013957,7.9021833036,20.2337929001,271.7433263688
Juneau,1,72,743,7,9.7687193328,9.1833602264,21.7194159178,293.6398114301
Juneau,1,73,744,7,8.9543070759,8.1728080646,19.1654886618,256.003481034
Juneau,1,73,745,7,8.7717703042,7.7537019815,16.8949259756,223.8585571523
Juneau,1,73,746,7,9.0290910214,7.763853874,17.7654499484,236.5864526465
Juneau,1,74,747,7,8.1934147746,7.1541152577,14.5192581972,190.018285968
Juneau,1,74,748,7,9.3779175161,7.1133611737,20.0553047055,269.16268078
Juneau,1,74,749,7,9.0840582826,7.6668696692,19.8509652865,266.5400056174
Juneau,1,75,750,7,8.9666741986,7.2024204272,16.9840388374,225.7734004019
Juneau,1,75,751,7,NA,NA,NA,NA
Juneau,1,76,752,7,7.835230624,7.466125055,12.9354070948,167.9631559772
Juneau,1,76,753,7,9.5881681191,7.7256623748,18.3014610636,243.927399704
Juneau,1,76,754,7,NA,NA,NA,NA
Juneau,1,77,755,7,8.6680748737,6.9731267987,15.5050292211,203.8655235382
Juneau,1,77,756,7,10.0374232434,9.5807604075,24.6060631118,335.6169147033
Juneau,1,77,757,7,8.8251703875,6.8282575417,14.6948190843,193.1167879607
Juneau,1,78,758,7,9.9660954874,7.3263040134,17.2248810194,228.2278951622
Juneau,1,78,759,7,6.6205765037,5.7435820258,9.5615721089,122.1984459313
Juneau,1,78,760,7,9.0815680537,7.7365788137,18.5765043236,248.196659215
TdelFuego,0,1,761,7,NA,NA,NA,NA
TdelFuego,0,1,762,7,7.9210221061,6.1369574543,9.9872537169,228.9296375447
TdelFuego,0,2,763,7,8.3421913611,7.560161599,15.1527149213,372.5227821951
TdelFuego,0,2,764,7,7.4541101001,5.3579712839,8.1865577368,182.6873367083
TdelFuego,0,3,765,7,10.2862500908,9.2138735025,25.7891737235,684.5888232402
TdelFuego,0,3,766,7,8.7523968981,7.7674301251,15.3070112833,375.1924817211
