"pop","sex","family","l_1","w_1","a_1","bod_1","l_4","w_4","a_4","bod_4","l_7","w_7","a_7","bod_7","l_10","w_10","a_10","bod_10","l_13","w_13","a_13","bod_13"
"Addis",0,136,1.8971448865,1.6335492993,2.0834769738,44.5389161118,5.3124886981,4.2947693238,9.397491057,244.8742912277,10.9167751144,9.8355878577,27.7361766283,908.1570309467,19.6236740618,17.4578648943,66.6856016327,2669.0860696338,30.7204255184,28.0880027664,132.0174338524,6243.7886971162
"Addis",0,136,1.87018029,1.7865694932,2.3129817447,50.5505584401,5.2591731503,5.076934006,10.7160261991,287.45182448,10.8453752965,10.4996467427,30.6435690553,1019.1885962309,19.5204589007,18.6006574727,75.62741942,3122.4054607601,30.7456625872,29.0497775038,149.2444898772,7276.2337621121
"Addis",0,137,2.0622320011,1.5301703663,2.052363385,43.8585308615,5.9234148395,4.6194401897,9.9382902485,262.9358427146,11.6078087306,8.9829919865,26.0272709619,835.3779972747,20.4111239369,15.980718596,63.4258525273,2514.3069203872,31.7229295836,24.8704618304,124.2969732212,5790.3220212379
"Addis",0,137,1.7199496552,1.1477152342,1.2822593634,28.5746517889,4.778681439,3.5162868625,5.9256546796,145.4027645088,9.8819719478,7.4047885404,16.8328271818,492.2108319275,17.849095815,13.6403139533,42.3591951431,1519.8365569407,28.416837648,22.8267837664,90.5756944428,3908.5394571942
"Addis",0,137,1.8774752199,1.8248274996,2.2880136844,50.9213658999,5.3274514767,5.1454744027,10.6493925708,281.3900211066,10.7321830388,10.4983084303,29.2003733119,965.4578945673,19.1644976075,18.1927754423,69.1219651354,2790.6165290561,30.2937593886,28.7934988594,136.0866710496,6486.6711880955
"Addis",0,138,2.070235552,1.6864808,2.3233874711,49.8538730025,5.9144384665,4.8916546097,11.0356081016,297.6504376875,11.8024473368,10.7130360937,31.0600995626,1037.983072915,20.5436258241,17.7977377289,73.3693782283,3011.3500916605,32.1205049184,29.4406200872,145.7898142288,7062.1798131074
"Addis",0,138,2.0541835653,1.7569084611,2.3923360027,52.3393403652,5.8520579123,5.0136707133,11.3198096432,308.1155691661,11.5910047956,9.7849332169,30.5337853225,1018.0886186695,20.4280084875,17.072659109,72.2988988661,2948.5876611867,31.8785632608,27.1695266638,141.8174606424,6825.842753638
"Addis",0,138,1.4597020613,1.2255845483,1.2404189096,28.5670957334,4.5915275211,3.7006439184,6.2151107273,148.8405889328,9.5946297251,7.9454472869,18.469155522,552.3258607558,17.4888514421,15.1266622121,48.077994017,1779.5770110167,27.9399675486,23.8264342606,96.294991524,4219.6906103658
"Addis",1,61,1.7828352207,1.7232345071,2.0818530441,26.2395103551,5.1966400979,5.2042273636,9.8681741451,126.6362432756,9.7337762661,9.7180372009,24.2196024938,329.58758617,17.5635327137,17.8674827787,59.5820926256,878.6747678617,27.3743644522,27.7227624514,115.8367700352,1817.1790874809
"Addis",1,61,1.3029099757,1.0867422945,0.9020294031,13.0831624887,3.8917080605,3.2591312345,4.3883679548,55.3653677017,7.6673640839,6.4225365503,11.3973237519,147.1063420417,13.994555684,12.9563282352,30.3012576524,419.802354895,22.4458247826,21.1762251266,60.8393542084,898.5616554803
"Addis",1,61,1.5758730316,1.1824123872,1.2264026572,16.9412977243,4.5015796748,3.7646411452,6.2448599639,77.8255348521,8.1438362399,6.7652323423,15.2560050514,201.0003643989,14.9116300844,13.8240082856,39.6005793527,562.0416780655,23.8259076188,22.1342276726,78.59861866,1189.1536100959
"Addis",1,62,1.3894495933,1.2168760443,1.1044376058,15.0681287852,4.1918259869,4.4360549577,5.9154630453,74.4620833851,8.0519110187,8.2898470246,15.5104047642,203.9412747881,14.5423802078,14.6242118295,39.3498545992,559.2242439176,23.5755382338,22.8346797164,81.3676698284,1234.2821156932
"Addis",1,62,1.7332915371,1.5839266208,1.8525293739,23.8343242145,4.9164952889,4.6299896251,8.6153652816,110.1401513929,8.981452787,8.3499468205,20.8170550523,280.191796549,15.8323701945,14.4119404098,49.2169362813,711.9486257752,25.1328474962,21.9167839704,97.7571445688,1509.2762691511
"Addis",1,62,1.5317905634,1.2461686285,1.2637585236,17.36162416,4.3884637611,3.5948526235,6.4117162756,79.9824080208,8.287474178,6.8959571675,15.7097668678,207.3955128794,14.746815222,11.8543692197,38.2851763949,541.7491632232,23.3445363112,20.0621757894,78.5469032424,1188.2981639084
"Addis",1,63,2.4957220576,2.3159696126,3.8950521486,48.0954337174,6.917672717,6.441575812,17.619044316,234.4960984695,12.1261853914,10.8303861345,40.9688049124,583.219968723,20.9241268055,19.167080187,98.1336354548,1516.0271398924,31.9548724622,29.8270448454,185.6453316132,3048.2578928196
"Addis",1,63,1.7092767107,1.6974745779,1.93079532,24.7432660652,4.7418357144,4.8083164795,8.6734453788,110.9142868404,8.9825260901,9.0778693445,21.9895840473,297.2454184354,15.9464088656,15.7710986492,51.5204624734,748.4005094872,25.0615837292,23.7991372042,98.0437505884,1514.1218670216
"Addis",1,63,1.8055319187,1.5239776536,1.7878532095,23.3491030517,5.1983298554,4.0885269301,8.3189716991,104.9876145996,9.5498647282,7.5373260654,20.3959908878,274.4202260998,16.9662038772,14.331923036,49.0458679128,709.607841924,26.5696214358,23.1108976194,98.0847339828,1515.2001768184
"Addis",1,64,1.9552975364,1.8713180785,2.4827694774,30.9647561641,5.6429075957,5.2768347419,11.4134384858,147.3268020829,10.2283975845,9.5703503374,27.8528881573,384.4702810165,17.9088732905,16.300835597,65.4838438442,972.9955803586,28.0811102478,26.1163757246,130.9379043104,2078.8197441396
"Addis",1,64,2.0665381555,1.7758691544,2.4035192366,30.2950170087,6.0308259238,5.1747649246,11.5612517747,149.6625274581,11.1377066292,9.767183036,28.1977773594,388.2600018532,19.9221347408,18.0363604365,70.38197111,1053.2179538516,30.9342378394,28.422932986,135.2544945224,2154.4640513503
"Addis",1,65,1.3576250104,1.3541972387,1.1937694161,16.0644491791,4.0907861173,4.1820577932,6.4048803923,80.7789731347,8.0982860938,8.6175783202,17.2381132713,228.416289126,14.9950407941,15.2174737523,42.6586312028,610.5369556488,24.1160277242,24.8643384886,88.717131446,1356.8027935383
"Addis",1,65,2.0000968776,1.5126068368,2.0564255373,26.2086045673,5.6003718081,4.5242517427,9.7851764716,125.8239295541,10.5759780317,8.7027432086,24.3301903081,331.5514451603,18.3047610335,15.7793360487,60.0939192598,885.4473108823,28.4716148486,23.933263781,115.5150920472,1812.0411502479
"Addis",1,65,1.7847254711,1.3424895062,1.570103442,20.8420476966,5.1797572107,4.0130860551,7.3786495195,92.5824173832,9.4741300283,7.6891394578,18.8568786059,252.2218369788,17.0465900394,13.5335190858,46.691119332,672.5314469121,26.6973642414,20.730968424,86.9186937288,1327.4861973172
"Addis",1,66,2.261546068,1.5072639028,2.261489104,28.3479138586,6.5528824025,4.4941889216,10.3868334967,133.6526909513,11.7399833439,8.9443977572,26.5360711336,363.8434823253,20.6751719411,16.1700556644,65.7441293789,978.3350082026,31.8899087728,24.9956423196,126.873193902,2007.7942464336
"Addis",1,66,2.3595028236,1.8725616702,2.8469072167,35.588410573,6.4884643673,5.2926238375,12.8079485535,167.1450052282,11.4800119558,9.5388564619,30.3286109282,420.8998279595,20.1741673986,17.4511591964,74.9101802384,1126.7836117835,31.1874863922,28.724718802,148.6193343324,2388.5324266774
"Addis",1,66,2.0064283444,1.8174341987,2.4483838219,31.0975670072,5.5292532224,5.0445040782,11.0027027209,141.0959892011,9.9961586237,9.0297447487,26.1421405378,358.6724439116,17.4266496638,16.0902057005,64.2509154263,952.9879672554,27.2595423738,25.3848568178,122.771717988,1937.5427165978
"Addis",1,67,1.6237169728,1.9611633352,2.175094994,27.3320510433,4.6850454023,5.3815514506,9.6614187955,123.8489646895,8.6725429552,9.6419635792,22.7105025962,307.442043487,15.3944614494,17.0686166432,55.4432778927,812.302690704,24.2329549432,26.186964454,107.5184943144,1674.6934849949
"Addis",1,67,1.6606630471,1.1367636719,1.2940260501,17.4459313854,4.7637293017,3.6788464515,5.5142826724,69.6111406189,8.741682847,7.3547668217,14.2142661581,186.0706410756,15.5151149601,14.5251331188,37.6642787769,531.8441434659,24.57879021,22.2419760514,76.712630346,1157.6171565573
"Addis",1,67,1.792987529,1.4272341991,1.7429589418,22.8301157591,5.3728118003,3.9977061681,8.5889394407,108.5746711332,9.6349396533,7.081708889,20.6368752273,277.9096398511,16.9776902435,13.4748399533,51.1404889507,742.7374300175,26.8365272664,21.9175480054,100.704480228,1559.5594977224
"Addis",1,68,1.2731212661,1.0828153783,0.9328397364,13.1712968264,4.0912182162,3.7422232945,4.8819369574,61.2858324351,7.8272593277,7.0067943319,11.8458672003,152.9409708781,14.025413132,11.7292990346,27.4962237496,379.1492894713,NA,NA,NA,NA
"Addis",1,68,1.743742896,1.5467288257,1.7907314969,23.1188485908,5.2008360031,4.8144244099,9.1319883322,117.0431311052,9.6313536368,8.9104976989,22.4736649399,304.3123671668,17.260645149,16.8128124234,56.9423205389,834.827168641,27.3038203282,27.148584199,114.9031649844,1801.5263323519
"Addis",1,68,1.4350482173,1.3667558879,1.2703302936,17.4356658344,4.8290872044,4.4643099839,7.0294412926,88.0127101594,9.1079952489,8.3990406002,18.4708865661,246.6818961413,16.6154369609,15.1421444015,47.243775879,681.2169245179,26.3323341348,24.383598462,97.217269038,1500.5374858163
"Addis",1,69,1.6497808232,1.7989013825,2.0437046701,25.7936956131,4.9802202583,4.8513508715,9.3180682484,119.23286522,9.8330581436,9.2965814897,23.2203669734,314.9084259685,17.4456716777,16.4476679324,57.6236132969,847.2086049693,27.5956532582,25.471978956,112.540685714,1760.5935254228
"Addis",1,69,2.1495780793,1.7618768504,2.5599531767,32.1537091094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Addis",1,69,1.8094372312,1.6271079593,1.9491375187,25.222121429,5.4362870083,4.8714436353,9.5632921009,121.6087562657,10.2387301663,9.4080836672,24.4935554503,334.2941971863,18.2325889785,16.3662183849,58.1924257994,855.2393333561,28.6002993484,26.8908119386,119.5646885548,1882.1574978901
"Addis",1,70,1.6221200699,1.2896323539,1.3437568078,17.749835358,4.4729295318,3.6268504237,5.9645339915,75.0933124643,8.4042287277,7.384370698,15.3734671285,202.0123721863,15.2274306851,13.0462123449,39.5393548624,562.1518544406,24.3851923874,21.3985904326,80.4777683904,1219.5195349817
"Addis",1,70,1.9740787255,1.4389562327,1.8493487691,23.7974520038,5.6146021391,4.4102126897,8.6347388328,110.3983219271,10.2803018816,8.2239706719,21.2683045142,286.7440458976,18.0028921758,14.2051844684,50.5133073635,732.4425618967,28.1448684962,22.8024784214,99.3329524624,1535.9355626192
"Addis",1,70,1.9493505427,1.6614430603,2.2381876016,28.6102951109,5.2641552726,4.6673433379,10.1046676816,128.9070595084,9.8211564991,8.9816966355,25.3285388231,346.621919759,17.3631107928,15.4107873066,59.3863893027,874.4261875372,27.027985829,24.734608819,114.53634611,1795.6171998577
"Addis",1,71,1.8751082595,1.6449969156,1.9939756903,25.2135976602,5.6126569089,4.7709875802,9.6040420243,123.0764701247,10.2682560625,9.0622219798,24.7817591208,337.8722628519,18.2886083331,15.849789071,59.2528625766,873.377880508,28.6878507508,25.2192521944,118.1812029528,1857.525180467
"Addis",1,71,1.8613699217,1.7573564779,2.2605145223,28.6048976719,5.5471596083,5.1619960502,11.0686792765,143.2386246508,10.4827698242,10.1509680812,28.2878441852,390.2870956625,18.4574785145,18.6849765653,68.7777025799,1026.2575921992,28.8133878384,28.4395190212,132.036079262,2097.9399261645
"Addis",1,71,1.2579661694,0.8513515907,0.671703352,10.8236555467,3.8983666708,3.1595235977,4.0581518117,50.1147697203,7.4191313734,5.7412437541,9.4874074406,121.5075158697,13.4932543083,11.3807821754,25.5504013364,349.229866575,21.8271022696,18.434177213,51.3962532232,747.8760340221
"Addis",1,72,1.6450889244,1.6246448138,1.708900268,21.9122415767,4.694289241,4.4809255522,8.2742573805,104.9989615997,8.6855040794,8.293628034,20.5008593765,276.2688931152,15.6321166917,14.7416793492,50.4897077675,732.4296646549,24.9317616742,22.8480805856,97.7856907556,1509.7588312041
"Addis",1,72,1.3726909474,0.7940381628,0.6950889534,10.8301387441,4.1281322401,3.1159989413,4.0550917292,50.9252738349,8.2396604603,6.7502449379,11.3640879245,146.0286654808,14.9537355677,12.2480753078,28.6178807597,395.2235013186,23.7398127096,19.7156279994,59.0619932052,870.3083738866
"Addis",1,73,1.2678044341,0.969491868,0.8321310832,12.0693258599,3.7264012255,3.218175077,4.4278754672,55.5747196385,7.1045784681,6.3841940239,11.4742425946,147.8470496127,12.7867954914,10.7072312589,26.9179211824,370.5361747766,20.8512199808,18.3611020214,56.3440927072,825.9787411046
"Addis",1,73,1.5335386797,1.4477685702,1.4149099411,18.8129567993,4.4752347005,4.3075795973,6.533849796,82.7469876073,8.5105686846,8.469451943,16.1874110647,213.8241749777,14.976249657,13.8649264271,36.8857623087,519.8866847691,23.8485407026,21.414946744,73.9309808396,1111.7991699707
"Addis",1,73,1.785169848,1.5674385048,1.8965201929,24.6096302445,4.9432566168,3.9708822675,8.3542082291,105.4551780082,8.8615591679,7.613154567,19.9222373006,267.569298086,15.5094521261,12.8598106065,46.5949341509,671.0208508403,24.5673219896,20.6657762962,89.8012772556,1375.727847785
"Addis",1,74,1.8477044239,1.0848962628,1.3606098786,17.9401502762,5.4301186484,4.1093803797,7.5910482993,96.2713091257,9.9386240492,8.3697281,19.5437494714,261.4505086636,17.4270556868,14.8536065481,45.9040824185,661.2519787003,27.3042926018,24.3432008572,94.6799066,1456.9558665743
"Addis",1,74,1.5663413562,1.4481326949,1.5159409195,19.9624751319,4.5331781833,4.3684554422,7.1983120528,91.4131847535,8.8730328248,8.2879367408,18.675989009,249.2972111889,16.0274429186,14.8078977734,46.2778154143,665.6851180079,25.5669722978,24.6372946072,96.2112364528,1483.1643455921
"Addis",1,74,1.8017653626,1.6559682581,2.0428108626,26.3158615678,5.3780118233,5.1658689916,10.7291253404,137.3722038131,10.0955241359,10.0068721757,27.4674059199,378.3800015573,17.7486839189,17.7053013659,67.3390975433,1003.1725342144,27.6779027996,27.8720917146,131.1662540756,2083.1908112644
"Addis",1,75,1.880644586,1.4476331081,1.7302110853,22.157554633,5.1954788894,3.8140256501,7.7569701786,98.4574904667,9.4155258317,6.7382693424,18.1090092519,240.8462755258,16.9360067822,13.1431937615,47.1967095044,681.5516870764,26.7617483156,21.2859859578,94.087214636,1446.9719886937
"Addis",1,75,1.5787736092,1.4316518355,1.542793488,20.2690301935,4.7966954866,4.4150047626,7.3169820903,92.9690373183,8.9350431421,7.8905734086,18.0164313242,239.8479498416,15.6480261812,15.3143529339,44.0629542641,631.0130186468,NA,NA,NA,NA
"Addis",1,75,1.5968822797,1.3853308231,1.4884666018,19.908982326,4.785267951,4.2301348217,7.1539373144,89.639437218,9.2267219442,8.0732847928,18.486732154,246.9090987611,16.4375991156,13.8020462052,45.1086877994,647.7188722224,26.0709180356,21.9899144114,92.365024706,1418.763382377
"Addis",1,76,1.4940863823,1.7031271335,1.7887579732,22.8327650964,4.7086182439,4.9684192253,8.464745212,107.8318325206,8.7532830504,9.2764615554,20.6004310592,276.7211508681,15.4234684988,16.0984456887,49.7455408265,721.7393694721,24.524526837,25.9541208536,100.1504613528,1549.3966119299
"Addis",1,76,2.0390602114,1.400407359,1.8275156174,23.5444845006,5.5058762248,4.1983840317,8.6630165782,110.7752476167,9.9387716464,8.1059181328,22.1678036135,299.845434133,17.5090096529,14.0419348052,51.7555407526,752.1297070708,27.3726114994,22.8438545266,101.2237207296,1567.9788668421
"Addis",1,76,1.0578804143,0.6601957588,0.4518585788,8.476552433,3.4944776826,2.6331582778,2.969961937,36.7958924547,6.8165047525,5.9001362651,9.0529514526,115.6796138666,12.8343865331,10.3212378204,22.9350473804,310.7282381352,20.9384235954,17.0324782572,49.749528106,721.8024000007
"Addis",1,77,1.1327139214,0.7884382452,0.4980954901,8.4835950663,3.5085410431,3.0350230011,3.3986172626,42.8326177393,7.0031888127,6.1752925952,8.9609688333,113.8399410556,13.0700628155,11.4949348788,25.1505904763,344.3280195997,NA,NA,NA,NA
"Addis",1,77,1.4269286334,0.9321439442,0.9391712175,13.4914930562,4.5462007359,3.6968450485,5.464499114,68.9751641543,8.8405980909,7.3465239541,14.1733372012,185.4987358499,16.028193618,13.4109053198,34.4736027608,482.9982069079,25.3092039428,21.9763169688,73.4554792284,1103.9838969085
"Addis",1,77,1.8123577407,1.5429573169,1.8380476008,23.9306043396,5.0752716037,4.4203244561,8.5569711183,108.1493387825,9.056123323,8.0363983148,20.6341221548,277.8697366584,16.0936732809,14.9471263319,50.6546417012,735.0408238518,25.6034902188,24.5536986536,105.5165417068,1641.3383418336
"Addis",1,78,1.312744973,0.8425793352,0.7008014638,10.6460480108,3.9395220303,2.9264267793,3.7919531646,47.6662449509,7.7565925648,5.9545872485,10.2892751605,131.7130246148,14.2128908475,12.4707320058,27.8347568438,384.1996218952,22.7433739208,20.2744179824,57.4358639712,843.466952831
"Addis",1,78,1.4409780996,0.80455518,0.6535576274,10.3828107125,4.6596462942,3.1729046627,4.2393092615,53.502502958,8.985708978,6.3635675555,12.2279750708,158.5085018928,16.1321545229,11.4376589687,32.409240791,451.6300316407,25.3187188378,18.9212816176,67.2750123328,1002.8709533848
"Addis",1,78,1.3841073062,1.0351340959,0.8760346919,13.0479272232,4.2137187441,3.1535586181,4.3445928749,53.6790227666,7.7862651525,5.9333757657,11.0244793768,142.3247750935,13.991310641,11.8904198189,30.7092235941,426.2888167498,22.4711213846,19.4088305492,65.8850243504,980.6249473818
"Addis",1,79,1.7590199287,1.4854463182,1.7463565238,22.3435726645,5.0301678315,4.4308073361,7.9554640236,101.0786417467,9.5753575711,9.1752609447,21.292855433,286.7697171791,17.0602295315,16.4378243339,52.7010315849,768.5944019663,26.7800166108,26.2063650146,107.5791079248,1675.7278817517
"Addis",1,79,1.2543615194,1.0758498257,0.9297416144,13.3877178337,4.1304565653,3.6334973307,5.0506332651,63.7091105189,7.7154239198,6.7013809371,12.457197256,161.6683927956,NA,NA,NA,NA,NA,NA,NA,NA
"Addis",1,79,1.2757378202,1.2614150788,0.9854450908,14.2536864077,4.1899043879,3.9549835918,5.2862893472,65.54361803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Addis",1,80,1.4483410817,1.3972184981,1.2457893283,16.6472511774,4.1268173849,3.5991947671,5.7872487178,72.8150883284,8.3755669386,8.1065509304,16.4620256274,217.3909654453,NA,NA,NA,NA,NA,NA,NA,NA
"Addis",1,80,2.2765613968,1.5813561713,2.4544814244,30.8994235245,6.5666090297,5.2578360491,12.2560024951,159.5224387981,11.8808547294,9.3994533498,29.368410095,406.4700802732,20.656748217,17.3155393251,72.2059953525,1082.3504642612,31.7224754134,27.7663646066,140.0841842868,2238.5409091543
"Addis",1,80,1.2729171096,0.9559919378,0.7533167144,11.7075165573,4.0430729691,3.6475176023,4.4294655634,54.7393258654,7.8101479617,7.1366791373,11.7929599722,152.840241919,14.3043789393,13.4336750156,29.6342567939,410.118440465,23.0642856778,21.9276338876,62.9449610384,932.9428797035
"Addis",1,81,1.5883967775,1.1028228006,1.1892603975,16.0140220854,4.955284359,4.2049991908,6.8917518063,87.1079242082,9.1282431506,7.9285995232,17.1025698347,226.487162222,16.231393773,14.1442440254,42.7571414323,612.0708561954,25.6553632016,22.4057350066,87.1459143804,1330.5215877933
"Addis",1,81,1.6312336737,1.5389575908,1.6236859953,21.1950477518,5.3988235202,5.3456105085,9.5477823024,122.6259825833,10.0747501371,9.9527776056,24.2828955411,330.8549271363,17.9094885867,16.0926086478,58.4605156253,859.1781920726,28.0382392904,25.5302341922,115.8729060924,1818.1920859629
"Addis",1,81,1.4513293863,1.4456327166,1.3771055798,18.6426009093,4.9816433464,4.7862371831,8.3807531897,105.807535095,9.3890877161,8.9165038013,21.411634117,289.1595150203,17.0475083169,16.2013199178,54.4498221521,795.352617365,26.9064641032,25.3862302006,107.0998432296,1668.3279728985
"Addis",1,82,1.474535151,1.0865210155,1.0611030607,14.5869428276,4.4512552242,3.5585213338,5.5306473514,69.5290947641,8.3973569642,6.5951882442,13.500162806,175.7988815189,15.3337455362,12.8288855477,36.2158458777,511.0132234296,24.5103670902,21.5661286786,75.7794196972,1141.8515238349
"Addis",1,82,1.3658690067,1.0680309022,0.9824586626,13.9688075123,4.2015875953,3.5082408311,5.0303692188,63.4522575614,7.5422195904,6.3465527143,11.9605482283,154.8291810649,13.62123891,12.5474848733,30.9762570942,429.9708357202,21.851662013,20.682827243,65.0502172272,966.6942302687
"Addis",1,82,1.4804772573,1.4964280873,1.4448123201,19.4116523767,4.3109887591,4.3451590109,6.581172613,82.178315634,8.7038144658,8.6695399965,18.2809740559,243.960312048,15.9134091311,16.1043027336,46.7509641359,673.4714701396,25.0497167622,24.9167617662,91.1542337404,1398.4238098886
"Addis",1,83,1.4677802532,1.2577014222,1.2005563923,16.1403791828,4.4487887829,3.8545455768,6.1233933638,77.1401103459,8.2184290689,7.838634008,16.5508140866,218.6497948556,15.1412816684,14.245403705,41.5552978188,593.3810764384,23.897110297,23.4482170466,85.537050256,1303.659496637
"Addis",1,83,1.4032798566,1.2014369121,1.1415257352,15.7352546151,4.5396749511,4.1126637608,6.6120595839,83.7629165937,8.283290206,7.0621079669,16.3046046138,215.4833782908,14.9744873657,13.3917723879,43.2014448303,617.5728350412,23.7267618864,20.9298659076,83.7574214332,1274.3840866186
"Addis",1,83,1.8686982406,1.5177592277,1.9474995023,25.203033545,5.4907946631,4.6450583669,9.8128875462,124.9687545139,10.3528092108,8.8946537591,24.7714078317,338.3919063394,NA,NA,NA,NA,NA,NA,NA,NA
"Addis",1,84,1.9369418762,1.8993233324,2.4647176156,30.7504975531,5.5923047759,5.460849048,11.6957657758,151.5065534301,10.5149883719,9.9931443885,29.2777702868,404.7685927576,18.5322316353,18.590744442,72.8756591371,1094.8349439075,29.0402595616,28.6599906748,140.9715946364,2253.694775051
"Addis",1,84,1.5225536346,1.1940939762,1.2517389581,16.9699770945,4.4700623633,3.5046350931,5.866729535,74.1284859248,8.1589375581,6.240478977,14.148146318,185.1468202573,14.8708799186,11.6340750038,35.9648700703,505.7746868704,23.639222458,18.9566451428,73.1856272792,1099.5508846179
"Addis",1,84,1.7365532337,1.5924348322,1.8089372084,23.5932023913,5.4912269979,4.6718136375,9.141548274,115.9505685053,9.9488050286,9.0803191218,22.9304324288,311.3279481939,17.7348703982,15.7953137814,54.8417985437,801.6060968709,28.00994302,24.8768168114,107.2982736988,1671.713317173
"Addis",1,85,1.5534668108,1.4789849491,1.5005470049,19.5273551938,4.5401302025,3.9759999168,6.4199849617,80.6794873471,8.4588487094,7.3633580748,16.1665863905,214.174411918,15.1552071891,12.9090836966,38.855636978,550.5412333921,23.9179264806,20.7745309024,76.2932236976,1150.6981656094
"Addis",1,85,1.7025025403,1.26513808,1.477670609,19.5263124494,4.6823440639,3.3484364639,6.3232818301,79.7225601849,8.8561014508,6.6938587938,15.9203800339,209.4041773984,15.8752055874,12.9254073555,41.0946506638,585.5248317012,25.360277766,21.9950068048,85.9077796064,1310.6053697248
"Addis",1,86,1.2195969722,0.8758983877,0.7409688357,11.0796257673,3.9447726737,2.9680841446,4.4520013625,55.8768786524,7.6265083774,6.0323122079,12.7019644498,164.7338432557,13.9055305104,10.9878229244,31.1403139535,433.8209496623,22.4936345866,18.06086988,63.65795092,943.7481024108
"Addis",1,86,1.5589676308,1.2859783454,1.3569873754,18.1567655805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Addis",1,86,1.8974099814,1.4833783691,1.8958696089,24.6020657278,5.2956787839,4.1792841381,8.6131299067,108.8966213465,9.8870539674,7.606589978,20.9602126196,282.5997172712,17.7623389275,15.5566302848,54.2298385064,791.8450160153,27.8393595794,24.354056578,108.7239985128,1696.0553152383
"Addis",1,87,1.5837711782,1.1315640605,1.1880588782,16.000587199,4.6789405596,3.8606711599,6.027155779,75.8995548334,8.8160605924,7.4625482286,15.6883703081,206.4505748176,NA,NA,NA,NA,NA,NA,NA,NA
"Addis",1,87,1.6185836396,1.4507170881,1.5970216405,20.8893927342,4.5623123719,4.0580625217,7.557683662,96.1320615375,8.828114075,8.2778597417,19.962289298,267.8187206832,15.4824753929,14.1159764625,47.5845598044,686.2191318201,24.2370959504,21.9198059084,90.3657583944,1384.8107962206
"Addis",1,87,1.1747819526,0.9802933097,0.7549628358,11.7254079832,3.6970675369,3.2323032437,4.0800884577,50.3869391576,7.2664777759,6.8384003439,12.0112961676,155.8400776116,13.8311489786,12.3953970695,30.4939379349,423.0458066349,22.1427655658,20.1501336358,62.1821138832,920.6066650657
"Addis",1,88,1.8764450433,1.6394738637,2.0795449715,26.2125177429,5.1225102345,4.9885450113,9.4853430872,121.4797629487,9.2452803334,8.8436292981,22.5559123394,305.1814801656,16.3228720152,15.529853424,53.6156001425,783.1471006413,25.577586388,24.3018091864,109.833024008,1714.2328720053
"Addis",1,88,1.6949843108,1.5333109202,1.8001459129,23.227717256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Addis",1,88,1.3426168947,0.9610049039,0.8801106442,13.0926706609,4.0075607605,3.2958393078,4.0320325708,49.7908817608,7.4472459662,6.4130807761,10.8723926144,140.2518910228,13.5314159024,11.6452821117,27.732149669,381.6484089953,21.7043462964,20.0913080284,61.529340508,910.0623954509
"Addis",1,89,1.8066381943,1.33871326,1.6488154837,21.2219441936,5.2294548337,4.5872437658,8.4007631707,106.9812490996,10.1700006684,8.7005425944,21.2837852058,286.6378790648,18.1513411346,14.9562407241,51.6098007034,751.2633892199,28.4627149358,25.1457269164,104.9261854508,1630.5093886631
"Addis",1,89,2.1021068713,1.6797001663,2.3240234923,29.3543969156,5.7744942422,4.1131906085,9.9932651335,128.6331976932,10.8448866864,8.3335265137,25.5012984449,348.8404235557,18.939145725,14.8180333412,60.6397430504,894.241413352,29.0891210928,23.9611939886,119.6428155592,1883.1120115702
"Addis",1,89,1.7986839406,1.3338738206,1.5955716448,21.1339226901,5.0911147669,3.9410407865,7.9425918606,100.0052719095,9.5697725984,7.7458558667,20.5787292883,277.0669800005,17.2486536539,14.9874852302,54.4695628865,795.667448837,27.0604737766,24.0488836382,108.8962433624,1698.9982843926
"Addis",1,90,1.1896992802,1.1400655283,0.9093097683,12.9130494832,3.6000686694,3.4044789077,4.2996949279,53.9718727072,6.9887715463,6.7906243968,12.3070031405,159.2833050302,12.9218459712,12.7797435191,31.0442506097,432.3712870533,20.8939437162,20.8677270548,62.1201827968,918.8694439348
"Addis",1,90,1.1186951754,1.1601527282,0.8561027237,12.579853624,3.3663115553,3.3868274345,3.8433541381,48.5830612459,6.7114051395,6.4259071552,10.0232560057,128.4226844731,12.6136739714,12.0266541203,27.0832661294,371.6403701007,20.6801714294,19.2552354682,54.1757220064,791.7087659502
"Addis",1,90,1.3845992469,1.2758523719,1.1469628094,16.0506137739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Addis",1,91,1.6168801748,1.2243662586,1.2621135163,16.8305244025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Addis",1,91,1.8298518261,1.3010483836,1.6624752382,21.640406206,5.6452780633,4.6055028625,9.027775228,115.6476073819,10.4918716644,8.6803531241,22.8260981818,309.4668538819,18.4140167949,15.3173389997,56.0217638945,820.0932094876,28.6279076368,23.7947267272,106.8108737356,1663.0105166853
